company_name,job_title,company_location,company_rating,salary,job_type,job_desc,apply_link
Serco North America,Entry-Level Database Analyst,"Norfolk, VA 23511",3.4 out of 5,,Full time,"If you love high profile and challenging projects supporting the United States Navy - Serco has a great opportunity for you! This Test Engineer Position will be on a dynamic team responsible for testing unmanned vehicle programs at our customer site in Norfolk, VA and in our Thurston Rd Virginia Beach office. Bring your expertise and collaborative skills to make an impact towards our national security homeland defense.  Serco supports the US Navy in the acquisition of new technology used to defend our nation. Our team reviews acquisition documentation, develops test plans, executes test events, collects, and analyzes data, and writes test reports. This includes programs supporting the US Navy’s Operation Test Command (OPTEVFOR).  You will be part of a team that works closely with the customer and other Serco teams to deliver quality test analysis and reports. The team supports Naval Surface Warfare Center (NSWC) Carderock Division (CD) Code 80 at Little Creek and NOB Norfolk. The position requires the ability to perform underway on Navy vessels and may permit occasional remote site work. This position will be performed primarily at Little Creek base. The Intent is for this individual to support data analysis efforts for PMS 406 OUSV tasking.  PLEASE NOTE, TO BE ELIGIBLE FOR THE POSITION, ONE MUST HAVE AT LEAST A CURRENT OR ACTIVE DoD A DoD SECRET SECURITY CLEARANCE.  In this role, you will: To be successful in this role, you will have: Additional desired experience and skills: Serco Inc. (Serco) is the Americas division of Serco Group, plc. In North America, Serco’s 9,000+ employees strive to make an impact every day across 100+ sites in the areas of Defense, Citizen Services, and Transportation. We help our clients deliver vital services more efficiently while increasing the satisfaction of their end customers. Serco serves every branch of the U.S. military, numerous U.S. Federal civilian agencies, the Intelligence Community, the Canadian government, state, provincial and local governments, and commercial clients. While your place may look a little different depending on your role, we know you will find yours here. Wherever you work and whatever you do, we invite you to discover your place in our world. Serco is a place you can count on and where you can make an impact because every contribution matters. To review Serco benefits please visit: https://www.serco.com/na/careers/benefits-of-choosing-serco. If you require an accommodation with the application process please email: careers@serco-na.com or call the HR Service Desk at 800-628-6458, option 1. Please note, due to EEOC/OFCCP compliance, Serco is unable to accept resumes by email. Candidates may be asked to present proof of identify during the selection process. If requested, this will require presentation of a government-issued I.D. (with photo) with name and address that match the information entered on the application. Serco will not take possession of or retain/store the information provided as proof of identity. For more information on how Serco uses your information, please see our Applicant Privacy Policy and Notice. Serco does not accept unsolicited resumes through or from search firms or staffing agencies without being a contracted approved vendor. All unsolicited resumes will be considered the property of Serco and will not be obligated to pay a placement or contract fee. If you are interested in becoming an approved vendor at Serco, please email Agencies@serco-na.com. Serco is an equal opportunity employer. We evaluate qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, and other legally protected characteristics.",https://www.indeed.com/cmp/Serco-29660aa5?campaignid=mobvjcmp&from=mobviewjob&tk=1i2ssh1dji9sr800&fromjk=0068a1864e6bb7b2
General Motors,Motorsports Data Analyst,"Concord, NC",4.0 out of 5,,Full time,"Hybrid: This role is categorized as hybrid. This means the successful candidate is expected to report to Concord, NC three times per week, at minimum.  The Role The GM Motorsports team develops analytics-driven solutions to help GM sponsored race teams reach the winner’s circle. We are seeking a data analyst with motorsports experience to drive solution development, deployment, and in-race support of analytic models for predictive race strategy analysis. As this role requires support of live motorsports events, often occurring over the weekend, the ability to work a flexible schedule is required. In addition to live strategy tools, the role will entail extensive data mining and ad hoc analysis to identify performance trends in past event data and clear, concise presentation of analysis findings to GM Motorsports teams.  What You’ll Do Apply Data Science and Modeling techniques to drive data driven decision making and solve complex business problems: Create breakthrough insights by performing exploratory and targeted data analyses Undertake preprocessing/postprocessing of structured and unstructured data Leverage motorsports race strategy understanding to define context of analysis findings Monitor and sustain model effectiveness Present complex information using data visualization techniques  Support live, in-race strategy modeling tools including: Model training and configuration of model starting point from prior event data for weekly motorsports events Monitor in-race strategy predictions and rapidly convey these recommendations to GM Motorsports teams to help teams act on tool insights Collect tool performance characteristics and work with GM Motorsports Data Analytics and Software Development group to implement solutions to improve tools prediction and performance Run post-session reporting on event data  Collaborate with diverse technical teams across both GM and GM sponsored Motorsports teams to provide data and analytic guidance.  #LI-LP2  Your Skills & Abilities (Required Qualifications) One year of experience using data and race strategy tools to drive decisions in a professional Motorsports environment Bachelor of Science degree in Mathematics, Statistics, Computer Science, Operations Research, Engineering, Economics, Data Science or, another quantitative field Minimum of three years of experience in a data-intensive field or industry post-graduation Proficiency with scripting languages (e.g. Python, R, or MATLAB) Experience developing, deploying, and monitoring performance of large analytic data sets and statistical forecasting models This job may be eligible for relocation benefits  What Will Give You A Competitive Edge (Preferred Qualifications) Master of Science degree in Mathematics, Statistics, Computer Science, Operations Research, Engineering, Economics, Data Science or, another quantitative field Experience with Data Visualization (e.g. Tableau, Power BI or similar) Experience with machine learning libraries (e.g. TensorFlow, Scikit-Learn, Spark ML, or equivalent) Experience with big data tools (e.g. Hadoop, Spark, SQL, and NoSQL Database experience)  Our vision is a world with Zero Crashes, Zero Emissions and Zero Congestion and we embrace the responsibility to lead the change that will make our world better, safer and more equitable for all.  We aspire to be the most inclusive company in the world. We believe we all must make a choice every day – individually and collectively – to drive meaningful change through our words, our deeds and our culture. Our Work Appropriately philosophy supports our foundation of inclusion and provides employees the flexibility to work where they can have the greatest impact on achieving our goals, dependent on role needs. Every day, we want every employee, no matter their background, ethnicity, preferences, or location, to feel they belong to one General Motors team.   General Motors is committed to being a workplace that is not only free of discrimination, but one that genuinely fosters inclusion and belonging. We strongly believe that workforce diversity creates an environment in which our employees can thrive and develop better products for our customers. We understand and embrace the variety through which people gain experiences whether through professional, personal, educational, or volunteer opportunities. GM is proud to be an equal opportunity employer. We encourage interested candidates to review the key responsibilities and qualifications and apply for any positions that match your skills and capabilities.  GM is an equal opportunity employer and complies with all applicable federal, state, and local fair employment practices laws. GM is committed to providing a work environment free from unlawful discrimination and advancing equal employment opportunities for all qualified individuals. As part of this commitment, all practices and decisions relating to terms and conditions of employment, including, but not limited to, recruiting, hiring, training, promotion, discipline, compensation, benefits, and termination of employment are made without regard to an indivi d ual's protected characteristics. For purposes of this policy, “protected characteristics"" include an individual's actual or perceived race, color, creed, religion, national origin, ancestry, citizenship status, age, sex or gender (including pregnancy, childbirth, lactation and related medical conditions), gender identity or gender expression, sexual orientation, weight, height, marital status, military service and veteran status, physical or mental disability, protected medical condition as defined by applicable state or local law, genetic information, or any other characteristic protected by applicable federal, state or local laws and ordinances. If you need a reasonable accommodation to assist with your job search or application for employment, email us at Careers.Accommodations@GM.com or call us at 800-865-7580. In your email, please include a description of the specific accommodation you are requesting as well as the job title and requisition number of the position for which you are applying.",https://www.indeed.com/cmp/General-Motors?campaignid=mobvjcmp&from=mobviewjob&tk=1i2ssh7g8h3np803&fromjk=d1e631e81af3e4c6
Cambium Learning Group,Data Analyst,,3.3 out of 5,,Full time,,https://www.indeed.com/cmp/Cambium-Learning-Group?campaignid=mobvjcmp&from=mobviewjob&tk=1i2sshdvbhid7800&fromjk=6ddd92d9e65b58b1
Mississippi State Personnel Board,Research/Data Analyst I,"Hinds County, MS",3.3 out of 5,"$36,624 a year",Full time,"See MSPB Careers for information regarding this classifications First-level Research and Data professional position accountable for assisting a higher-level professional in the collection, compilation, analysis, and presentation of quantitative and qualitative data. Employees are responsible for assisting in the development of forms, questionnaires, and other sampling techniques for data collection; assisting in preparing reports, graphs, data for publication, and tabular materials of a varying nature; and maintaining and adapting database and statistical programs. Typically requires a Bachelor’s degree and 0-2 years of experience. ",https://www.indeed.com/cmp/State-of-Mississippi?campaignid=mobvjcmp&from=mobviewjob&tk=1i2sshk7ph3m5800&fromjk=d249ea994e28453e
Albertsons Companies,Dept Specialist Business Analyst (Entry Level),"Phoenix, AZ",3.5 out of 5,,Full time,"About the company Albertsons Companies is at the forefront of the revolution in retail. With a fixation on raising the bar with innovation and building belonging through our culture, our team is rallying our company around a unique purpose : to create joy around each table and inspire a healthier tomorrow for every community. Albertsons Companies is one of the largest food and drug retailers in the United States, with over 2,200 stores in 34 states and the District of Columbia. Our well-known banners include Albertsons, Safeway, Vons, Jewel-Osco, Shaw's, Acme, Tom Thumb, Randalls, United Supermarkets, Pavilions, Star Market, Haggen, Carrs, Kings Food Markets, and Balducci's Food Lovers Market. We support our stores with 22 distribution centers and 19 manufacturing plants. Placing a premium on adaptability, safety and family well-being, our work model, Presence with a Purpose, offers a hybrid work environment between remote work and office time. A one-size-fits-all approach does not apply to everyone, and teams are empowered to make decisions best for them. Bring your flavor Building the future of food and well-being starts with you. Join our team and bring your best self to the table. #LI-AM5 #bringyourflavor What you will be doing Join our fast-paced teamwork atmosphere to support 2200 retail grocery locations in keeping repair work orders flowing properly to ensure equipment is up and running. Build valuable relationships and communicate with Service Providers, Division Maintenance Staff, Store Directors, and Senior Management. As a Department Specialist III/Business Analyst, you will be responsible for enabling the Albertsons Companies to receive the best possible service for all Service Requests ($400M) in our stores through our CMMS program, Corrigo. Maintain and update all maintenance activities related to repairs for assigned Service Pros (2500+). In addition but not limited to, report building, providing data analysis, Power BI, Google Cloud, Automations and more. This is a hybrid position currently in office Tuesdays and Wednesdays based in our Phoenix AZ office. (Office Days subject to change based on Corporate Determination) Main responsibilities What we are searching for What is it like at Albertsons? Our 290,000 associates have a passion for great service and building lasting relationships with our customers. Through a companywide focus on innovation, we are continually enhancing our digital and product offerings, making it easy for customers to get what they need, wherever they are. Albertsons is an Equal Opportunity Employer This Company is an Equal Opportunity Employer, and does not discriminate on the basis of race, gender, ethnicity, religion, national origin, age, disability, veteran status, gender identity/expression, sexual orientation, or on any other basis prohibited by law. Consistent with applicable state and local law, the Company will consider for employment qualified applicants with arrest and conviction records. We endeavor to make this site accessible to any and all users. If you would like to contact us regarding the accessibility of our website or need assistance completing the application process, please contact us at 1-888-255-2269(option #4). ",https://www.indeed.com/cmp/Albertsons?campaignid=mobvjcmp&from=mobviewjob&tk=1i2sshq3eh3n7800&fromjk=97f16a83af6c0754
Deloitte,Functional Data/BI Business Analyst (TS Required),"Rosslyn, VA",3.9 out of 5,,Full time,,https://www.indeed.com/cmp/Deloitte?campaignid=mobvjcmp&from=mobviewjob&tk=1i2ssi092gsui804&fromjk=9073d3a905c4981f
Shellpoint Mortgage Servicing,Business Analyst- Default Systems & Support (On - Site),"Tempe, AZ",3.4 out of 5,,Full time,,https://www.indeed.com/cmp/Shellpoint-Mortgage-Servicing?campaignid=mobvjcmp&from=mobviewjob&tk=1i2ssi6bigst280g&fromjk=24310925f543725a
ManTech,Cryptographic Vulnerability Analyst,"Linthicum Heights, MD 21090",3.9 out of 5,,Full time,"Secure our Nation, Ignite your Future  Become an integral part of a diverse team while working at an Industry Leading Organization, where our employees come first. At ManTech International Corporation, you’ll help protect our national security while working on innovative projects that offer opportunities for advancement.  Currently, ManTech is seeking a motivated, career and customer-oriented Cryptographic Vulnerability Analyst to join our team in the Linthicum location and will be part of a team that provides Cybersecurity Analysis and Cryptographic Engineering technical expertise.  Responsibilities include, but are not limited to: Identify vulnerabilities and cybersecurity threats to program, functions, products, applications and systems Leverage HUMINT, SIGINT, GEOINT, OSINT, and other information to assess vulnerabilities and conduct security evaluation of hardware and software components, architectures, algorithms and protocols Analyze and characterize identified vulnerabilities and threats Relate identified vulnerabilities and threats and the effects on the operations and missions supported by those systems Compare and contrast various cryptographic attack techniques and developing operationally effective countermeasures Provide formal and informal reports, briefings, and perspectives of actual and potential attacks against the systems, technologies, applications, operations, or missions being studied Collaborate with threat analysts to conduct comprehensive, regular threat assessments of network cryptographic devices, components, and technologies Use threat analysis and technical knowledge to provide security guidance and develop mitigations to threats and vulnerabilities Team with threat analysts to conduct comprehensive, regular threat assessments of network cryptographic devices, components, and technologies Create and maintain documentation on technical information and document research processes, analyses and/or the results Write logical and accurate technical reports to communicate ideas across the enterprise Develop mitigation strategies and countermeasures to address vulnerabilities of networks, products, and services Evaluate methods, tools, and techniques that can be used to secure information/communication systems and the facilities that house them Analyze data using mathematical/statistical methods Analyze problems to determine technical solutions Apply mathematical or computational methods and lines of reasoning Evaluate technical proposals and solution designs Identify new applications of known techniques Identify vulnerabilities to attack communications networks and systems and developing countermeasures Perform security analysis, evaluation and guidance on the design and implementation of cryptographic and communication protocols Apply concepts and principles of computer security and vulnerability analysis Work individually or as part of a team and may serve as a team lead  Basic Qualifications: Bachelor’s degree in Computer Science, Engineering, or Computer Engineering and 3 years of experience Or a Master’s degree in computer science, Engineering, or Computer Engineering and 1 year of experience In lieu of a degree, a total of 8 years of relevant experience  Security Clearance Requirements: Current and active TS/SCI with polygraph  Physical Requirements: Must be able to remain in a stationary position 50%. Constantly operates a computer and other office productivity machinery, such as a calculator, copy machine and computer printer. The person in this position frequently communicates with co-workers, management and customers, which may involve delivering presentations.  For all positions requiring access to technology/software source code that is subject to export control laws, employment with the company is contingent on either verifying U.S.-person status or obtaining any necessary license. The applicant will be required to answer certain questions for export control purposes, and that information will be reviewed by compliance personnel to ensure compliance with federal law. ManTech may choose not to apply for a license for such individuals whose access to export-controlled technology or software source code may require authorization and may decline to proceed with an applicant on that basis alone.  ManTech International Corporation, as well as its subsidiaries proactively fulfills its role as an equal opportunity employer. We do not discriminate against any employee or applicant for employment because of race, color, sex, religion, age, sexual orientation, gender identity and expression, national origin, marital status, physical or mental disability, status as a Disabled Veteran, Recently Separated Veteran, Active Duty Wartime or Campaign Badge Veteran, Armed Forces Services Medal, or any other characteristic protected by law.  If you require a reasonable accommodation to apply for a position with ManTech through its online applicant system, please contact ManTech's Corporate EEO Department at (703) 218-6000. ManTech is an affirmative action/equal opportunity employer - minorities, females, disabled and protected veterans are urged to apply. ManTech's utilization of any external recruitment or job placement agency is predicated upon its full compliance with our equal opportunity/affirmative action policies. ManTech does not accept resumes from unsolicited recruiting firms. We pay no fees for unsolicited services.  If you are a qualified individual with a disability or a disabled veteran, you have the right to request an accommodation if you are unable or limited in your ability to use or access http://www.mantech.com/careers/Pages/careers.aspx as a result of your disability. To request an accommodation please click careers@mantech.com and provide your name and contact information.",https://www.indeed.com/cmp/ManTech-International-Corporation?campaignid=mobvjcmp&from=mobviewjob&tk=1i2ssicceh3nb803&fromjk=94173c2dc18a5874
Fresno County,INFORMATION TECHNOLOGY ANALYST III/IV - APPLICATIONS TRAINER,"Fresno County, CA",3.6 out of 5,"$65,338 - $99,372 a year",,       ,https://www.indeed.com/cmp/Fresno-County?campaignid=mobvjcmp&from=mobviewjob&tk=1i2ssij0oi0ha80h&fromjk=25fc3d0c345d6265
U.S. Army Corps of Engineers,INTERDISCIPLINARY (Ops Research Analyst/Mathematician/Statistician/Computer Sci/Data Sci),"Chicago, IL",4.2 out of 5,"$63,091 - $98,305 a year",Full time,"In addition to meeting the basic requirement above, to qualify for this position you must also meet the qualification requirements listed below:  Specialized Experience for GS-07: One year of specialized experience which includes: Knowledge of scheduling software and accounting to support project management; and communicates with team lead and co workers on the daily processing of projects and programs schedules. This definition of specialized experience is typical of work performed at the second lower grade/level position in the federal service (GS-05). OR Education: One full year of graduate level education in a field which demonstrates the knowledge, skills, and abilities necessary to do the work of the position, such as Operations Research Analyst, Mathematician, Mathematics Statistician, Statistician, Computer Science or Date Science. (Note: You must attach a copy of your transcripts.) OR Superior Academic Achievement. In order to be creditable under this provision, Superior Academic Achievement must have been gained in a curriculum that is qualifying for the position to be filled, such as that identified in Education above. Superior Academic Achievement is based on:(1) Class Standing - Applicants must be in the upper third of the graduating class in the college, university, or major subdivision, such as the College of Liberal Arts or the School of Business Administration, based on completed courses; OR(2) Grade-Point Average (G.P.A.) - Applicants must have a grade-point average of either (a) 3.0 or higher out of a possible 4.0 (""B"" or better) as recorded on your official transcript, or as computed based on 4 years of education, or as computed based on courses completed during the final 2 years of the curriculum; or (b) 3.5 or higher out of a possible 4.0 (""B+"" or better) based on the average of the required courses completed in the major field or the required courses in the major field completed during the final 2 years of the curriculum.; OR (3) Honor Society Membership - Applicants may be considered eligible based on membership in one of the approved national scholastic honor societies listed by the Association of College Honor Societies (https://www.achsnatl.org/).ORCombination of Education and Experience: A combination of education and experience may be used to qualify for this position as long as the computed percentage of the requirements is at least 100%. To compute the percentage of the requirements, divide your total months of experience by 12. Then divide the total number of completed graduate semester hours (or equivalent) by 18. Add the two percentages.  Specialized Experience for GS-09: One year of specialized experience which includes: Provide support to the project delivery process in the development of multiyear project schedules from initiation to completion. Assist with troubleshooting scheduling errors within enterprise systems; and make recommendations to mitigate schedule risk. This definition of specialized experience is typical of work performed at the second lower grade/level position in the federal service (GS-07). OR Education: Master's or equivalent graduate degree or 2 full years of progressively higher-level graduate education leading to such a degree in a field which demonstrates the knowledge, skills, and abilities necessary to do the work of the position, such as: such as Operations Research Analyst, Mathematician, Mathematics Statistician, Statistician, Computer Science or Date Science. OR Combination of Education and Experience: A combination of education and experience may be used to qualify for this position as long as the computed percentage of the requirements is at least 100%. To compute the percentage of the requirements, divide your total months of experience by 12. Then divide the total number of completed graduate semester hours (or equivalent) beyond the first year (total graduate semester hours minus 18) by 18. Add the two percentages.  Specialized Experience for GS-11:  One year of specialized experience which includes: Troubleshoot complex, multiyear project schedules to ensure consistency within projects. Create project reports to highlight trends and projections to support informed decisions based on the current project status, and monitor the budgeting process and the project life cycle. This definition of specialized experience is typical of work performed at the second lower grade/level position in the federal service (GS-09). OR Education: Ph.D. or equivalent doctoral degree or 3 full years of progressively higher-level graduate education leading to such a degree in a field which demonstrates the knowledge, skills, and abilities necessary to do the work of the position, such as Operations Research Analyst, Mathematician, Mathematics Statistician, Statistician, Computer Science or Date Science. OR Combination of Education and Experience: A combination of education and experience may be used to qualify for this position as long as the computed percentage of the requirements is at least 100%. To compute the percentage of the requirements, divide your total months of experience by 12. Then divide the total number of completed graduate semester hours (or equivalent) beyond the second year (total graduate semester hours minus 36) by 18. Add the two percentages.  FOREIGN EDUCATION: If you are using education completed in foreign colleges or universities to meet the qualification requirements, you must show the education credentials have been evaluated by a private organization that specializes in interpretation of foreign education programs and such education has been deemed equivalent to that gained in an accredited U.S. education program; or full credit has been given for the courses at a U.S. accredited college or university. For further information, visit: https://sites.ed.gov/international/recognition-of-foreign-qualifications/   Benefits A career with the U.S. government provides employees with a comprehensive benefits package. As a federal employee, you and your family will have access to a range of benefits that are designed to make your federal career very rewarding. Opens in a new windowLearn more about federal benefits.  Review our benefits Eligibility for benefits depends on the type of position you hold and whether your position is full-time, part-time or intermittent. Contact the hiring agency for more information on the specific benefits offered. You will be evaluated for this job based on how well you meet the qualifications above. Once the announcement has closed, a review of your application package (resume, supporting documents, and responses to the questionnaire) will be used to determine whether you meet the qualification requirements listed on this announcement.  If, after reviewing your resume and/or supporting documentation, a determination is made that you have inflated your qualifications and/or experience, you may lose consideration for this position. Please follow all instructions carefully when applying, errors or omissions may affect your eligibility.  You should list any relevant performance appraisals and incentive awards in your resume as that information may be taken into consideration during the selection process. If selected, you may be required to provide supporting documentation.  Veterans and Military Spouses will be considered along with all other candidates. Benefits A career with the U.S. government provides employees with a comprehensive benefits package. As a federal employee, you and your family will have access to a range of benefits that are designed to make your federal career very rewarding. Opens in a new windowLearn more about federal benefits.  Review our benefits Eligibility for benefits depends on the type of position you hold and whether your position is full-time, part-time or intermittent. Contact the hiring agency for more information on the specific benefits offered. Required Documents As a new or existing federal employee, you and your family may have access to a range of benefits. Your benefits depend on the type of position you have - whether you're a permanent, part-time, temporary or an intermittent employee. You may be eligible for the following benefits, however, check with your agency to make sure you're eligible under their policies. The documents you are required to submit vary based on whether or not you are eligible for preference in federal employment. A complete description of preference categories and the associated required documents is in the Applicant Checklist for Public Announcements.  As described above, your complete application includes your resume, your responses to the online questionnaire, and documents which prove your eligibility to apply. If you fail to provide these documents, you will be marked as having an incomplete application package and you will not be considered any further.  1. Your resume:  Education must be accredited by an accrediting institution recognized by the U.S. Department of Education in order for it to be credited towards qualifications. Therefore, provide only the attendance and/or degrees from schools accredited by accrediting institutions recognized by the U.S. Department of Education. Failure to provide all of the required information as stated in this vacancy announcement may result in an ineligible rating or may affect the overall rating. How to Apply To apply for this position, you must complete the online questionnaire and submit the documentation specified in the Required Documents section above.  The complete application package must be submitted by 11:59 PM (EST) on 12/31/2024 to receive consideration  If you provided an email address, you will receive an email message acknowledging receipt of your application. Your application package will be used to determine your eligibility, qualifications, and quality ranking (as applicable) for this position. If you are determined to be ineligible or not qualified, your application will receive no further consideration. Fair and Transparent The Federal hiring process is set up to be fair and transparent. Please read the following guidance. The documents you are required to submit vary based on whether or not you are eligible for preference in federal employment. A complete description of preference categories and the associated required documents is in the Applicant Checklist for Public Announcements.  As described above, your complete application includes your resume, your responses to the online questionnaire, and documents which prove your eligibility to apply. If you fail to provide these documents, you will be marked as having an incomplete application package and you will not be considered any further.  1. Your resume:  Education must be accredited by an accrediting institution recognized by the U.S. Department of Education in order for it to be credited towards qualifications. Therefore, provide only the attendance and/or degrees from schools accredited by accrediting institutions recognized by the U.S. Department of Education. Failure to provide all of the required information as stated in this vacancy announcement may result in an ineligible rating or may affect the overall rating. U.S. Citizens, Nationals or those who owe allegiance to the U.S. U.S. Citizens",https://www.indeed.com/cmp/Army-Corps-of-Engineers?campaignid=mobvjcmp&from=mobviewjob&tk=1i2ssipmq23jv007&fromjk=6a6cfda9671ce984
